pilot_id,pilot_name,rank_date,rank
31474,Mauricio Soca,2013-06-01,3987
44802,Youngchul Han,2015-07-01,3987
62888,Drew Kennedy,2022-06-01,3987
41616,Ikhwan Hadi,2016-05-01,3988
45561,Erdinç Türkyılmaz,2016-05-01,3988
45772,Marykusi Gomez,2016-05-01,3988
46284,Amedee Michael Julen,2016-05-01,3988
46924,Ramazan Kırbas,2016-05-01,3988
46926,Mustafa Atsiz,2016-05-01,3988
47282,Rossen Ivanov,2016-05-01,3988
90416,Bram Buurlage,2025-07-01,3990
91219,Harri Juujärvi,2025-07-01,3990
17509,Ivan Pilipenko,2012-03-01,3992
19843,Bozhena Kuzmych,2012-03-01,3992
24775,Tatiana Metelski,2012-03-01,3992
26054,Nelson Aurelio Santos,2012-03-01,3992
51989,Rodrigo Bedoya Zuluaga,2020-06-01,3993
61094,Sthenly E. Tompoh,2020-06-01,3993
67713,Predrag Mandic,2020-06-01,3993
69478,Andrew Stirzaker,2020-06-01,3993
47476,Francisca Vidal,2017-05-01,3994
21335,Raul Sanchez,2011-06-01,3995
22074,Gilbert Michallat,2025-10-01,3995
77625,Slavomír Adamec,2025-04-01,3995
89568,Jørgen Sørenssen,2025-10-01,3995
93800,Paul Lacoste,2025-10-01,3995
18167,Maximilian Koch,2023-05-01,3996
27434,Jorge George,2023-05-01,3996
77322,Rui Antonio Dos Santos Junior,2023-05-01,3996
85287,Sebastian Nicolas Rodriguez Romero,2023-05-01,3996
79405,Nathaniel Mote,2022-05-01,3997
83995,Mauricio Fontoura,2025-06-01,3999
90242,Igor Eftimov,2025-06-01,3999
91426,Kai Yokota,2025-06-01,3999
29073,Anna Bogacheva,2012-06-01,4000
23783,Francisco Carlos Batista Da Silva,2023-07-01,4001
30693,Jefferson Hofschneider,2023-06-01,4001
8397,Miklós Ónódy,2009-05-01,4002
54727,Tore Dahl,2024-04-01,4002
85088,Minh Vo,2024-04-01,4002
85685,Fredrik Skauge Engseth,2024-04-01,4002
17966,Niels Ole Dittmer,2014-06-01,4005
19959,Sergey Tulnov,2011-05-01,4005
35474,Vitaliy Oshepkov,2014-06-01,4005
39017,Alexandr Litvinenko,2014-06-01,4005
78728,Ferhat Bayraktar,2025-04-01,4005
87983,Geoff Williams,2025-04-01,4005
88970,Ross Mason,2025-07-01,4005
15604,Alexandr Zyrynov,2010-06-01,4006
16181,Ali Hautala,2010-06-01,4006
16269,En Sick Son,2010-06-01,4006
57023,Inna Evdokimova,2018-05-01,4006
7815,Tom Lanning,2025-06-01,4010
19737,Miguel Rojas,2014-07-01,4010
58196,Davi Lemos De Andrade,2022-05-01,4010
62799,Luisa Fernanda Rios Suarez,2019-06-01,4010
65110,Fotis Panagiotopoulos,2025-06-01,4010
65226,Juan C. Gonzalez,2019-06-01,4010
71399,Oğuzhan Aslan,2022-05-01,4010
78526,Klemens Tschirren,2022-05-01,4010
78684,Andrius Poviliauskas,2022-05-01,4010
79644,Emre Can Efe,2022-05-01,4010
85891,Jevgenijs Pomjalovs,2025-06-01,4010
24585,Yuriy Skrebtsov,2012-05-01,4012
24586,Anatoliy Stafiychuk,2012-05-01,4012
28733,Oscar David Gómez,2015-05-01,4013
30095,Ari Laaksonen,2015-05-01,4013
32107,Aljaž Sajovic,2014-05-01,4013
33923,Rustam Zabarov,2014-05-01,4013
40229,Robin Hunt-Davis,2015-05-01,4013
41893,Ng Chee Huat,2015-05-01,4013
60251,Kari Olstad,2019-07-01,4013
66395,Oleksandr Atanasov,2019-07-01,4013
66963,Bård Etland,2019-07-01,4013
52773,Aleksandr Yakovlev,2017-06-01,4016
54170,Zhangwenshu,2017-06-01,4016
44589,Aleksandr Gerner,2015-06-01,4017
93751,Neven Prvčić,2025-10-01,4017
10443,Alex Silva,2007-09-01,4018
10445,Allessandro Pregnolato,2007-09-01,4018
51747,Jose Reynaldo Sepulveda Yañez,2024-04-01,4018
82458,Justin Caprari,2024-04-01,4018
85117,Achim Wricke,2024-04-01,4018
30438,Fadi Rihan,2013-06-01,4019
11387,Erika Bakos,2016-05-01,4020
21687,Larry Davis,2016-05-01,4020
45529,Maksim Kazantsev,2016-05-01,4020
45570,Louise Claesson,2016-05-01,4020
45678,Elin Hansen,2016-05-01,4020
45752,Attila Kozma,2016-05-01,4020
90927,Patricia Connor,2025-07-01,4020
11199,Dragomir Petkov,2007-07-01,4021
11230,Diana Giron,2007-07-01,4021
60983,Dmitriy Sadreyev,2020-06-01,4021
92804,Donal Hamilton,2025-09-01,4023
14522,Thandeka Ndlovu,2009-02-01,4024
14524,Russell Witthuhn,2009-02-01,4024
15123,Edinson Carlos Carvajal Zapata,2009-05-01,4024
15816,Serghei Florea,2012-03-01,4025
16512,Nina Weissenbrunner,2011-06-01,4025
19810,Alexey Nartdinov,2011-06-01,4025
21901,Jean-Pierre Louis,2012-03-01,4025
23304,Freddy Andres Urrego,2011-06-01,4025
24655,Felix Bässgen,2012-03-01,4025
25050,Xinjun Wang,2012-03-01,4025
25648,Muhlisin,2012-03-01,4025
89077,李 刚,2024-06-01,4025
27436,Torsten Gutsche,2017-08-01,4026
55686,Mornay Du Plessis,2017-08-01,4026
53717,Dadan Ramdani,2018-05-01,4027
55561,Zuev Alksandr,2018-05-01,4027
67218,Felipe Constantino De Lima,2022-05-01,4028
74330,Yeonjo Jeong,2022-06-01,4028
74865,Dean Olsen,2022-05-01,4028
80973,Elena Tournour,2022-05-01,4028
82464,Uroš Jazbec,2022-05-01,4028
25302,Enrique Villar Balsalobre,2012-08-01,4029
22615,Rodimar Bonfante,2013-05-01,4030
30724,Mustafa Goktas,2013-05-01,4030
30752,Mária Krupka,2013-05-01,4030
79533,Bonte Guillaume,2025-10-01,4030
80152,Victor Márcio Fernandes,2025-10-01,4030
13185,Andrés Torres Solis,2008-06-01,4031
31467,Nithat Yangjui,2019-06-01,4031
48979,Raphael Remiggi,2023-05-01,4031
62926,Benjamin Lacoste,2019-06-01,4031
70184,Nguyen Manh Tuan,2023-05-01,4031
83405,Camila Cabrera Gonzalez,2023-05-01,4031
84568,Fernando Mendez,2023-05-01,4031
14377,Pedro Henrique Lima,2012-04-01,4032
17783,Altamiro Pereira De Carvalho,2012-04-01,4032
82670,Jonathan Tatton,2024-05-01,4032
86605,David Silveira,2025-07-01,4033
16295,Tallies Taljaard,2010-06-01,4035
16779,Ashok Kumar,2010-06-01,4035
17188,Taisuke Kajiki,2010-06-01,4035
17189,Bambang Sugiono,2010-06-01,4035
17190,Li Jianzhou,2010-06-01,4035
17198,Jun Flores 3,2010-06-01,4035
31794,Erik Røthe Klette,2014-06-01,4035
36028,Benoit Labous,2014-06-01,4035
85804,Meysam Ahmadi,2025-06-01,4035
49470,İhsan Döşlü,2017-05-01,4036
50712,Darek Magusiak,2017-05-01,4036
13905,Nejc Koren,2009-02-01,4037
16214,Evgeny Kiselev,2012-05-01,4037
25301,Vicente Leal Catala,2012-05-01,4037
26197,Chuck Leathers,2012-05-01,4037
27396,Marcellus Rezende Soares,2012-05-01,4037
35057,Bruno Trittibach,2015-05-01,4037
40052,Thomas Chanteloup,2015-05-01,4037
48332,Silvano Menegoni,2018-07-01,4037
69128,Oto Shaverdashvili,2020-06-01,4037
69479,David Hedley,2020-06-01,4037
70568,Sebastián Silva,2020-06-01,4037
13538,Jules Danford,2008-08-01,4038
20328,Vladimir Djakov,2011-05-01,4038
84705,Thao Cao Thi Thu,2024-04-01,4038
86772,Chao Shi,2024-04-01,4038
90493,Metehan Arıcı,2025-10-01,4038
11595,Viorel Leustean,2008-05-01,4040
12167,Emilio Tariffi,2017-06-01,4040
12701,Maxilando Correia,2008-05-01,4040
21509,Henrique Domingos Da Silva,2017-06-01,4040
50847,Ufuk Yazar,2017-06-01,4040
28730,Daniel Trujillo,2016-05-01,4041
32796,Sébastien Zanoletti,2016-05-01,4041
33254,Inna Fedosenko,2014-05-01,4041
34356,Carl Hoefnagels,2014-05-01,4041
45242,Luis Carlos Valbuena Zapata,2016-05-01,4041
46729,Hernan Baccola,2016-05-01,4041
47688,Nobi Ishikawa,2016-05-01,4041
47689,Eduardo Sanchez Rojas,2016-05-01,4041
47691,Pablo Garduno,2016-05-01,4041
85772,Moritz Behringer,2025-08-01,4041
93330,Evgenii Kostogorov,2025-08-01,4041
11465,Magdalena Alcañiz,2007-08-01,4042
55905,Anya Krol,2018-05-01,4044
59111,Vikash Thakur,2018-05-01,4044
59449,Gene Dower,2018-05-01,4044
15157,Dycson Cruz Montes,2025-06-01,4045
36411,Jeovan Pereira Dos Santos,2022-05-01,4045
37779,Fernanda Brenda Silva De Oliveira,2022-05-01,4045
41563,Danilo Silva Ferreira Barreiro,2022-05-01,4045
69298,형주 김,2025-06-01,4045
81531,Patrick Nanninga,2025-07-01,4045
82521,Lucio De Souza,2022-05-01,4045
84365,Liswanti Harun,2025-06-01,4045
89914,Jin Sub Kang,2025-06-01,4045
92783,Gavin Milne,2025-10-01,4047
44594,Alexey Gurtovenko,2015-06-01,4048
44602,Yuliia Zinatulina,2015-06-01,4048
44603,Dmitry Beda,2015-06-01,4048
44604,Gleb Pavlichev,2015-06-01,4048
44605,Eduard Krasnov,2015-06-01,4048
40616,Guilherme De Oliveira Cruz,2023-05-01,4049
83701,Muratcan Özgör,2023-05-01,4049
13968,Ioannis Giourgas,2009-05-01,4050
82264,Hannes Bal,2025-04-01,4050
92631,Wendel Silva,2025-08-01,4051
62830,Andrzej Turewicz,2019-06-01,4053
64814,Nelson Carvalho Dos Santos,2019-06-01,4053
18433,Jerri A Ribas,2012-05-01,4055
26084,Viktor Konstantinov,2012-05-01,4055
26089,Alexander Bindev,2012-05-01,4055
27431,Alejandra Taboada,2012-05-01,4055
67559,Firas Baassiri,2024-04-01,4057
79424,Benjamin Graham,2024-04-01,4057
81882,Marcelo Silvio Arriola,2024-04-01,4057
86353,Ali̇ Karinlioğlu,2024-04-01,4057
87175,Jose Manuel Vilariño,2024-04-01,4057
72218,Carlos Alexandre Sartoratto,2025-06-01,4058
84712,Marcio Octavio Miranda,2025-06-01,4058
90495,Agustin Rave,2025-06-01,4058
8246,Dionisis Sideris,2012-03-01,4060
18419,James Watson,2012-03-01,4060
20827,Franklin Eduardo Salcedo Vielma,2012-03-01,4060
25023,Lew John,2012-03-01,4060
25983,Konstantin Pogromskiy,2012-03-01,4060
26761,Raju Rai,2012-03-01,4060
26765,Javaid Ahmed Wani,2012-03-01,4060
26771,Rinzing Doma Bhutia,2012-03-01,4060
40754,Dmitry Uzilevsky,2017-08-01,4060
48212,Arkadiusz Garbacz,2016-06-01,4060
48760,Hakan Demi̇rtas,2017-08-01,4060
49297,Serghei Melnic,2016-06-01,4060
68736,Agus Rianto,2020-06-01,4060
82892,Albin Hansson,2024-06-01,4060
88683,Tamás Polgár,2024-06-01,4060
89209,Manfred Wagner,2024-06-01,4060
63292,Lenoir Karine,2022-05-01,4061
75881,Bushlanov Mikhail,2022-05-01,4061
77698,Ilin Sergei,2022-05-01,4061
78374,Yury Sychev,2022-05-01,4061
79417,Isabel Pozes Da Silva,2022-05-01,4061
79553,Erhan Sakalli,2022-05-01,4061
79911,Aleksandr Vikulin,2022-05-01,4061
4073,Markus Dörr,2015-05-01,4062
23430,Tamara Kostič,2015-05-01,4062
39018,Sergey Silkin,2015-05-01,4062
86690,Juan José Herrera Leon,2025-08-01,4062
87281,Ali Burak Kiliç,2025-10-01,4062
33106,Mitsunori Hirata,2014-05-01,4063
34166,Joohee Park,2014-05-01,4063
34313,Paul Gouiry,2014-05-01,4063
78584,Andolfatto Loïc,2023-06-01,4063
86444,Martin Müller,2023-06-01,4063
86519,Nauris Mikelsons,2024-07-01,4063
11558,Parma Gianluigi,2008-05-01,4064
12778,Florian Hupfer,2010-06-01,4064
22646,Jose Luis Vallejo Chamorro,2011-06-01,4064
26504,Seda Dürüsel Çiftçi,2017-05-01,4064
49842,Stanislaw Sagan Duplicate,2017-05-01,4064
55687,Anny Khan,2018-05-01,4067
56807,Jolyn Gillie,2018-05-01,4067
56820,Jacob Glass,2018-05-01,4067
57960,Jaehyeok Jo,2018-05-01,4067
36940,Rodrigo Da Rocha Pinto,2023-05-01,4068
63983,Mohammad Hassan Rahmani,2023-05-01,4068
69129,Daviti Khetsauridze,2023-05-01,4068
82720,Benjamin Lutze,2023-05-01,4068
83894,Saeid Atarod,2023-05-01,4068
84318,Mansaku Tanabe,2023-05-01,4068
85707,Thomas Marcusson,2023-05-01,4068
88294,Jeff Opekar,2025-07-01,4068
89240,Jonathan Gleason,2025-07-01,4068
94511,Quentin Le Camus,2025-07-01,4068
60556,Slamet Diki Purnama,2025-06-01,4069
68881,Martin Pongratz,2025-06-01,4069
82665,Andreas Weitz,2025-06-01,4069
87827,Edward Chang,2025-06-01,4069
90212,Dmitrii Bashkirtsev,2025-06-01,4069
10763,Boris Cordero,2017-07-01,4070
38487,Niko Koch,2017-07-01,4070
38824,Egidijus Andreika,2014-06-01,4070
50007,Iolanda Roth,2017-07-01,4070
55553,Petros Gyftoulas,2017-07-01,4070
10422,Funda Durusu,2008-02-01,4071
11972,Victor Carvalho,2008-02-01,4071
41618,Luka Volk,2017-06-01,4071
46573,Riki Maulana,2019-06-01,4071
61772,Nikolai Selivanov,2019-06-01,4071
86438,Luke Heurlin,2024-04-01,4071
87057,Marcin Rychlik,2024-04-01,4071
69662,Haluk Unsal,2020-10-01,4072
78836,Nina Stocklassa,2024-05-01,4073
20620,Seledo Ermel,2022-06-01,4074
84543,Joshua Coombs-Hoar,2024-07-01,4074
88936,Alessandro Cerato,2024-07-01,4074
39063,Oliver Stratmann,2019-07-01,4075
73874,Igor Trkulja,2020-09-01,4075
25372,Jim Hobart,2012-07-01,4077
26546,Taso Iliakis,2022-05-01,4078
62293,Juliano Azevedo De Carvalho,2022-05-01,4078
79907,Fromm Christopher,2022-05-01,4078
83379,Reinier De Blois,2024-06-01,4078
62831,Andrii Ivanov,2020-06-01,4080
13157,Ruslan Lukshchuk,2009-05-01,4081
13373,Ailton Alves Silva,2009-05-01,4081
14273,Jose Siri,2009-05-01,4081
67591,Lorina Haxhiaj,2021-01-01,4081
11987,Dimitry Chesnokov,2008-05-01,4082
12190,Andrzej Zywiczynski,2008-05-01,4082
12704,Ricardo Vila Real,2008-05-01,4082
61853,Veli-Matti Riepula,2023-04-01,4082
10932,Yura Tarapata,2007-06-01,4083
31976,Paul Groom,2013-06-01,4083
82783,Marius Ioan Popa,2025-07-01,4085
94365,Aleksandr Mozhin,2025-07-01,4085
31081,Hector Mucun,2013-05-01,4086
11533,Beatrice Gracia,2007-09-01,4087
20768,Eric Holifield,2023-05-01,4087
30264,Paul Crimmings,2023-05-01,4087
39030,Cristian Coelho,2023-05-01,4087
71176,Cristian Gonzalez Marin,2023-05-01,4087
22791,Carlos Alberto Cordova Guerra,2012-05-01,4089
26243,Yevgeniy Stepanov,2012-05-01,4089
49315,Isik Basak,2017-05-01,4089
54812,Jonas Toutaoui,2024-04-01,4089
85078,Talika Bull,2024-04-01,4089
91569,Ivo Varzielas,2025-06-01,4089
92852,Tobias Machewitz,2025-08-01,4089
45828,Manuel Baumgarten,2019-06-01,4090
52105,Mykhailo Balyasnyi,2020-09-01,4090
62632,Max Denneboom,2019-06-01,4090
14841,Dmitrijus Rybalko,2012-04-01,4091
18204,Marthius Carneiro Da Cunha Oliveira,2012-04-01,4091
20808,Kyutae Kim,2012-04-01,4091
22474,Mike Pfau,2012-04-01,4091
22499,Andrey Skiba,2012-04-01,4091
23048,Jin-Yih Wu,2012-04-01,4091
29110,Liuta Romulus Ovidiu,2022-05-01,4092
30050,Remo Zweifel,2014-05-01,4092
32782,Shaun Bolton,2014-05-01,4092
33868,Voinov Evgeniy,2014-05-01,4092
33869,Krupnov Anton,2014-05-01,4092
33871,Lyubin Evgeniy,2014-05-01,4092
33872,Andrey Rogachev,2014-05-01,4092
34548,Borys Martirosian,2014-05-01,4092
36648,Martin Smye-Rumsby,2014-05-01,4092
37802,Stefan Jonsson,2014-05-01,4092
76506,Mihai Sarto,2022-05-01,4092
77089,Smirnov Maksim Sergeevich,2022-05-01,4092
89875,Marek Trhlik,2024-07-01,4092
11091,Toshihide Sakurai,2018-05-01,4094
41779,Eduardo Restrepo,2017-06-01,4094
42823,Mario Agatho Andy Wijaya,2018-05-01,4094
50711,Alain Deschenes,2017-06-01,4094
51164,Roelof Brtis,2017-06-01,4094
51200,Josefina Menéndez Behety,2017-06-01,4094
51800,Junya Komori,2017-06-01,4094
52672,Grete Abel,2018-05-01,4094
73661,Karin Koch-Haug,2022-06-01,4094
11910,Maier Guido,2008-02-01,4096
76546,Fabien Broquet,2021-02-01,4096
83793,Hanna Joosia,2024-09-01,4096
11308,Chris Weiskopf,2007-08-01,4097
19248,Sergey Narush,2012-03-01,4098
21701,Sergey Beisenbaev,2012-03-01,4098
25508,Adach Cezary,2012-03-01,4098
26055,Fernando Brito,2012-03-01,4098
26676,Carlos Andres Perez Escobar,2012-03-01,4098
32432,Laertis Zorbas,2015-05-01,4098
40038,Örn Dúi Kristjánsson,2015-05-01,4098
41923,Jose Bugueno Bug,2015-05-01,4098
58492,Diana Zambrano,2020-06-01,4098
60017,Panasyuk Tatiana,2020-06-01,4098
68166,Adam Powell,2020-06-01,4098
69929,Anna Bortcova,2020-06-01,4098
70090,Guillaume Prache,2020-06-01,4098
83112,Derek Bartlem,2023-04-01,4098
45766,Mantas Fabijonavicius,2018-06-01,4099
14367,Valentina Jaramillo Ramirez,2011-05-01,4101
14934,Tim Dorrofield,2011-05-01,4101
20764,Ophir Ronen,2011-05-01,4101
87774,Fausto De Oliveira Fernandes,2025-08-01,4101
8179,Andy Shaw,2025-07-01,4102
14840,Maris Vancans,2025-07-01,4102
24870,Maria Vikhlyaeva,2013-06-01,4102
32033,Alberto Guillen,2013-06-01,4102
32035,Nelson Monreal,2013-06-01,4102
44147,Jani Cigoj,2016-05-01,4102
46306,Vera Semenova,2016-05-01,4102
46637,Marco Madriaga Riveros,2016-05-01,4102
47901,Bob French,2016-05-01,4102
48224,Jorge Rosso,2016-05-01,4102
80135,Slaven Boban,2022-07-01,4102
90143,Slaven Vidaković,2025-10-01,4102
11191,Evstathios Apostolidis,2007-07-01,4103
68462,Seth Wettlin,2019-07-01,4103
68489,Antonios Alifakiotis,2019-07-01,4103
10974,Stefan Niedermeier,2008-05-01,4104
13583,Nikolaos Douskos,2008-07-01,4105
85056,Sean Boran,2024-06-01,4106
89591,Johan Tolö,2024-06-01,4106
23219,Francisco Alberio Lima,2013-05-01,4107
73656,Nicolas Perriard,2020-09-01,4107
86518,Reinis Zeminskis,2025-05-01,4107
12902,Dragos Murasan,2009-05-01,4108
13911,Adriano Mascarenhas,2009-05-01,4108
13995,Görkem Bulunç,2009-05-01,4108
15321,Juzil Tarapata,2009-05-01,4108
30447,Matias Fortini,2019-06-01,4108
30776,Oliver Sebold,2019-06-01,4108
61959,Martin Minnaar,2019-06-01,4108
62800,Manuel Ruiz Diaz De Rivera,2019-06-01,4108
13569,Carlos Eduardo Silveira Pereira,2022-05-01,4109
26475,Arda Kılınç,2012-05-01,4109
35620,Maria Iakovleva,2022-05-01,4109
37333,Paulo Cesar Araujo Santos,2023-07-01,4109
37729,Robert Kunstnik,2022-05-01,4109
37892,Natalia Chernikova,2021-07-01,4109
78213,Marcin Zuchowski,2022-05-01,4109
78839,Daniel Panicu,2022-05-01,4109
43373,Minh Le,2023-05-01,4110
49091,Ali Sadri,2023-05-01,4110
58736,Vitor Cassiano Borges,2023-05-01,4110
82642,Babak Babajani,2023-05-01,4110
83423,Markus Dornauer,2023-05-01,4110
83430,Jonathan Pettersen,2023-05-01,4110
84570,Esteban David Pistola,2023-05-01,4110
84809,Thomas Wright,2023-05-01,4110
49536,Jose L Jimenez Reyes,2025-08-01,4111
71347,Simon Stadler,2025-08-01,4111
74542,Benedikt Lüdtke,2025-10-01,4111
86534,Didzis Kalējs,2024-07-01,4111
15951,Juliano Moraes Rodrigues Da Silva,2014-06-01,4118
36985,Juan Francisco Garcia Masegosa,2014-06-01,4118
59215,Mathieu Stephan,2024-09-01,4118
68619,Duplat Nicolas,2019-08-01,4118
30513,Nikolay Batsov,2014-05-01,4119
32170,Oleg Kubyshka,2014-05-01,4119
33244,Nikolay Pervushin,2014-05-01,4119
11623,Olexandr Kolesnyk,2008-05-01,4121
12385,Carlos Alberto Vilanueva,2008-05-01,4121
23457,Anna Stein,2012-06-01,4123
48307,Abriel Martir Sendow,2020-06-01,4123
58732,Francisco Martinez Negrete Villaseñor,2018-05-01,4123
66032,Bogdan Kolchygin,2020-06-01,4123
69481,Jennifer Wang,2020-06-01,4123
70139,Ngo Dang Cuong,2020-06-01,4123
71057,Jose F. Balza,2020-06-01,4123
10933,Natalia Shaposhnik,2007-06-01,4124
76554,Laurent Decaux,2024-04-01,4125
84812,Robin Anand,2024-04-01,4125
38933,Kleber Fernandes De Lima,2024-06-01,4126
54089,Aleksejs Kuzmins,2022-05-01,4127
57620,Gabriel Rotaru,2022-05-01,4127
67799,Michele Marsina,2022-05-01,4127
75334,Mat Farrell,2022-05-01,4127
77145,Vukasin Djordjevic,2025-06-01,4127
81781,Miguel Veiga,2022-05-01,4127
81942,José Isidro Gordito Girón,2022-05-01,4127
92101,Omar Alejandro Maldonado,2025-06-01,4127
92116,Catriona White,2025-06-01,4127
18826,Karl Weber,2017-06-01,4128
25130,Péter Banka,2012-07-01,4130
40946,Andreas Michael Falkenburg,2025-08-01,4130
32036,Rafael Heredia Teran,2015-05-01,4131
36349,Emerson Oliveira Da Silva,2020-12-01,4131
40227,Jaco Nienaber,2015-05-01,4131
40865,Elena Ozhereleva,2015-05-01,4131
41999,Faruk Kurt,2015-05-01,4131
42526,Flavio Scocca,2015-05-01,4131
42753,Rahul Khadka,2015-05-01,4131
13002,Fernando Venancio,2010-06-01,4132
16842,Jacinthe Langlois,2010-06-01,4132
87946,Sebastian Auberger,2025-10-01,4133
90703,Shawn Michael Benen,2025-10-01,4133
92919,Maria Granberg,2025-10-01,4133
16335,Fabio Mikail Purcides Vailant,2012-04-01,4134
11173,Anton Holly,2007-07-01,4135
53355,Juan David Rivera Sanchez,2019-06-01,4135
55293,Jean-Paul Goffaux,2019-06-01,4135
59695,Claudio Kleina,2023-05-01,4135
62858,Abeltje Tromp,2019-06-01,4135
67245,Radovan Chrvala,2019-06-01,4135
82117,Tobias Sieber,2023-05-01,4135
82267,Casey Evanoff,2023-05-01,4135
83930,Kristofer Sarstedt,2023-05-01,4135
40648,Edgard Ballesteros,2015-07-01,4136
45056,Huseyin Karadas,2015-07-01,4136
10553,Craig Ross,2008-05-01,4137
10753,Jo Wehrenberg,2008-05-01,4137
11417,Joaquim Pedro Ferreira,2008-05-01,4137
12021,Julio Jose Hernandez Fuentes,2008-05-01,4137
14764,Marc Chmielnicki,2011-05-01,4138
13556,Nina Renate Bruemmer,2009-05-01,4139
14185,Luciano Fernandes,2009-05-01,4139
91792,Gustavo Nogueira Pereira,2025-07-01,4140
71643,Peter Niesik,2024-04-01,4141
14123,Chiu Leung Leung,2009-02-01,4143
14778,Sérgio Silva,2019-08-01,4143
23609,Andrey Kondratov,2012-05-01,4143
25394,Mette Aagesen,2012-05-01,4143
25600,John Hughes,2012-05-01,4143
34494,Robert Wincencik,2016-05-01,4143
41461,Chen Kuang Ming,2020-06-01,4143
45277,Stuart Yarrow,2016-05-01,4143
67475,Sewha Jang,2020-06-01,4143
70569,Raffaella Monti,2020-06-01,4143
29019,Vyacheslav Sypchenko,2017-05-01,4144
42830,"Berndt, J. Christoph",2017-05-01,4144
50854,Özgür Korkut,2017-05-01,4144
57691,Neil Schaefer,2019-05-01,4144
60816,Aasheesh Thakur,2025-06-01,4144
61254,Ilona Hollósi,2025-06-01,4144
90508,Saeed Shiri,2025-06-01,4144
52322,Gustav Malmborg,2018-05-01,4145
57693,Jeongkoog Jo,2018-05-01,4145
12871,Elvira Karinyan,2008-06-01,4148
68239,Denis Alpeev,2019-07-01,4149
94959,Makoto Furutachi,2025-10-01,4149
27762,Alone Costa,2024-06-01,4150
49238,Nijazi Gashi,2018-02-01,4151
66806,Sergei Zholudev,2019-04-01,4151
83612,Elham Asadi,2023-05-01,4151
83786,Jakub Ciechański,2023-05-01,4151
84717,Franco Sandrone,2023-05-01,4151
63347,Motloch David,2022-05-01,4152
76552,Denis Gillio-Tos,2022-05-01,4152
81927,Luis Felipe Vega Estrada,2022-05-01,4152
85915,Arnold Réti,2024-08-01,4152
49856,Vojchuk Alexandr,2017-06-01,4153
83293,Graham Cockburn,2023-06-01,4154
27235,Lucas Puetter,2013-05-01,4155
27440,Simonton Pinheiro Ananias,2013-05-01,4155
29853,Krystian Krasinski,2013-05-01,4155
30908,Hansjörg Lambrecht,2013-05-01,4155
32049,Stefan Landfried,2013-05-01,4155
63038,Miguel Anguel Parra Londono,2019-06-01,4156
64917,Jorge Andrés López Patiño,2019-06-01,4156
12310,Theofanis Theodorou,2008-05-01,4158
16918,Michael Wagner,2025-06-01,4158
71306,Maria Antonietta D'angela,2025-06-01,4158
84974,Jassmany Gardeazabal,2025-06-01,4158
86886,Christian David Delany Tamayo,2025-06-01,4158
87290,Arnaud Caron,2025-06-01,4158
89206,Mattia Delorenzi,2025-06-01,4158
33537,Iswadi,2014-05-01,4159
33924,Valentin Ershov,2014-05-01,4159
88648,Grzegorz Goraj,2025-08-01,4159
73165,Jakub Koráb,2020-08-01,4160
82890,Michael Schoedon,2022-06-01,4160
16501,António Manuel Couto Ferreira,2010-06-01,4162
17276,Aida Amanova,2010-06-01,4162
17992,Vincent Troccaz,2010-06-01,4162
64841,Tze Yan Jessie Woo,2024-04-01,4162
81365,Beer Olivier,2024-04-01,4162
84143,Luciana Burkle,2024-04-01,4162
84694,江 潘,2024-04-01,4162
86644,Waldo Venter,2024-04-01,4162
86894,Vincent Stuhlen,2024-04-01,4162
71475,Haris Mustafa,2021-01-01,4163
29089,Klaus Herwig,2012-06-01,4164
84567,Daiana Micaela Puig Colaneri,2024-01-01,4164
20844,Alexey Petric,2012-04-01,4165
74321,Miha Kavčič Jr,2020-10-01,4165
20459,Gert J De Bruyn,2012-03-01,4166
23296,Per-Erik Öhrner,2012-03-01,4166
24979,Pål Gjersvik,2012-03-01,4166
25024,Viv Fouracre,2012-03-01,4166
25519,Thierry Mounier-Poulat,2012-03-01,4166
25790,Roberto Loru,2012-09-01,4166
82110,Alfredo Moran,2025-10-01,4166
94262,Emre Şimşek,2025-10-01,4166
94318,Ahmet Ufuk Vural,2025-10-01,4166
11960,Paula Andrea Foranda,2008-02-01,4167
49595,Ulas Aslan,2016-06-01,4167
57586,Samokhvalov Mikhail,2018-05-01,4168
82436,Hector Pablo Marchant Gonzalez,2024-06-01,4170
89765,Tomas Pakstys,2024-06-01,4170
11200,Nikos Zenios,2008-07-01,4171
11875,Kakuszi János,2008-06-01,4171
41198,Valter Castilho,2023-05-01,4171
62522,Barru Junio Robani,2023-05-01,4171
64510,Dione Alves Ferreira,2023-05-01,4171
77874,Tiago Torraca De Carvalho,2022-05-01,4171
80431,Pauluzzi Stephane,2022-05-01,4171
80927,Elizabete Varava,2022-05-01,4171
83639,Alperen Sagirkaya,2023-05-01,4171
39347,Chaekyu Shim,2015-05-01,4173
40938,Tagi Saadi Kandehlati,2015-05-01,4173
40939,Paulo Alves,2015-05-01,4173
40940,Yannick Beaudoin,2015-05-01,4173
41501,Sungsoo Kim,2015-05-01,4173
44038,Hyeonwoo Kim,2015-05-01,4173
61761,Susy Goldner,2020-06-01,4173
77341,Ciprian Stoica,2022-07-01,4174
10680,Luis Olvera,2007-05-01,4175
12892,Karoly Fazakas,2009-05-01,4175
13407,Severin Akerski,2009-05-01,4175
13414,Alexander Todorov,2009-05-01,4175
